_id,NomEmpresa,IdcClassificacaoBarragens,DatConclusaoConstrucao
7004,INDUMA S/A INDUSTRIA DE PAPEL E PAPELÃO,C,2011-08-15
7005,Inxú Geradora e Comercializadora de Energia Elétrica S.A,B,2015-05-10
7006,Alto Garcia Energética S/A,C,2021-10-19
7007,Carolina Geração De Energia LTDA.,C,2015-03-10
7008,CERCAR PCH Moinho S.A.,C,2015-03-27
7009,Limeira Energia S.A.,C,2011-11-28
7010,Hidrelétrica Jardim Ltda.,C,2017-08-01
7011,Hidrelétrica Jardim Ltda.,C,2017-08-01
7012,Copel Geração E Transmissão S.A.,B,2018-12-18
7013,GERAÇÃO CÉU AZUL S.A.,B,2018-12-18
7014,Hidrelétrica Morro Grande LTDA.,C,2020-03-30
7015,Santa Helena Energia S.A.,C,2014-03-20
7016,Verde 08 Energia S.A.,B,2018-03-01
7017,Bugio Agropecuária LTDA.,C,2012-07-25
7018,São Valentim Geração de Energia S.A.,C,2012-07-25
7019,Quevedos Energética S.A,C,2020-07-31
7020,Quevedos Energética S.A,C,2020-07-31
7021,Agroenergética Mato Grosso Ltda - ME,C,2014-10-10
7022,Salto do Guassupi Energética S.A,C,2020-10-20
7023,Centrais Elétricas Cesar Filho Ltda,C,2013-12-01
7024,PIRAPANEMA ENERGIA S. A.,C,2012-12-15
7025,GARÇA BRANCA ENERGÉTICA SA,B,2018-01-25
7026,PB PRODUÇÃO DE ENERGIA ELÉTRICA EIRELI,B,2020-11-02
7027,Empresa de Energia Cachoeira Caldeirão S.A.,B,2015-11-07
7028,Empresa de Energia Cachoeira Caldeirão S.A.,B,2015-11-07
7029,Serra das Agulhas Energia S.A.,B,2017-10-06
7030,Heidrich & Heidrich Ltda.,C,2016-08-31
7031,São Sebastião Energia Ltda.,C,2015-07-01
7032,SERRA DOS CAVALINHOS I ENERGÉTICA S.A.,B,2016-10-17
7033,SANTA HELENA ENERGIA S/A,B,2017-05-01
7034,SANTA HELENA ENERGIA S/A,B,2017-05-01
7035,SANTA HELENA ENERGIA S/A,B,2017-05-01
7036,Enel Green Power Salto Apiacás S.A,C,2016-04-27
7037,COMPANHIA ENERGÉTICA SINOP S.A,B,2018-10-01
7038,Hidroelétrica Lajeado Ltda.,C,2016-01-20
7039,Empresa de Energia São Manoel S.A.,B,2017-07-29
7040,VERA CRUZ GERACAO DE ENERGIA LTDA,C,1974-01-01
7041,Energética Fazenda Velha S.A.,C,2015-10-30
7042,Companhia Energética Canoas,B,2017-07-20
7043,RINCÃO ENERGIA S.A,B,2019-12-20
7044,TRÊS LEÕES PARTICIPAÇÕES SA,B,2018-04-20
7045,Rio Água Clara Energia S.A.,C,2019-06-30
7046,CANHADÃO PRODUÇÃO DE ENERGIA ELÉTRICA LTDA,C,2017-07-21
7047,Castro Energia Ltda - ME,C,2017-08-31
7048,BRASIL SUL ENERGIA S.A,B,2019-04-04
7049,PIARUCUM ENERGIA LTDA,C,2020-06-01
7050,Tibagi Energia SPE S.A.,B,2019-06-27
7051,PONTE SERRADA GERAÇÃO DE ENERGIA S/A.,B,2020-06-26
7052,LAJARI ENERGÉTICA S/A,C,2017-09-21
7053,LAJARI ENERGÉTICA S/A,C,2017-09-21
7054,SPE Boa Vista 2 Energia S.A.,B,2018-08-31
7055,Hidrelétrica Sens LTDA.,C,2018-02-26
7056,RIO SARGENTO ENERGIA LTDA,C,2021-06-25
7057,AREADO ENERGIA S/A,C,2019-07-15
7058,Candengo Energias Renováveis Ltda,C,1905-04-03
7059,PCH Mantovilis SPE S.A.,C,2021-03-15
7060,Dois Saltos Empreendimentos de Geração de Energia Elétrica LTDA.,C,1949-01-01
7061,CENTRAL HIDRELÉTRICA OURO BRANCO LTDA,C,2018-12-15
7062,CENTRAL GERADORA HIDRELÉTRICA FORQUILHA LTDA,C,2020-08-06
7063,VORTEX ENERGIA LTDA,C,2018-03-25
7064,RCM-RECUPERAÇÃO E COMÉRCIO DE METAIS LTDA,C,1950-07-01
7065,Hidrelétrica Pulo LTDA - ME,C,2018-12-31
7066,Hidrelétrica Pulo LTDA - ME,C,2018-12-31
7067,CENTRAL GERADORA HIDRELETRICA MANUEL ALVES LTDA,B,2004-01-01
7068,Mauê S.A. - Geradora e Fornecedora de Insumos,C,2018-12-20
7069,RECANTO ENERGÉTICA SPE S.A.,C,2019-12-01
7070,PCH JUINA S/A,C,2020-02-07
7071,PESQUEIRO ENERGIA S/A,C,2020-11-18
7072,SÃO BARTOLOMEU GERADORA DE ENERGIA RENOVÁVEL S.A.,B,2020-02-20
7073,Mauê S.A. - Geradora e Fornecedora de Insumos,B,2019-09-10
7074,Mauê S.A. - Geradora e Fornecedora de Insumos,B,2019-09-10
7075,PCH ÁGUAS DO RIO IRANI ENERGÉTICA SPE LTDA,B,2019-06-29
7076,SAO LUIZ ENERGIA S.A.,B,2021-02-04
7077,AT&T ENERGIA S.A,C,2021-09-08
7078,Central Hidrelétrica Sirivera LTDA.,C,2016-04-20
7079,Central Energética Jaqueira LTDA,B,1970-09-22
7080,Central Energética Jaqueira LTDA,B,1970-09-22
7081,CENTRAL HIDRELETRICA SUCURI S/A,C,2018-01-20
7082,MÉDIO GARCIA HIDRELÉTRICA S.A,C,2018-04-25
7083,HIDRELÉTRICA PARAÍSO SPE LTDA.,C,2019-06-01
7084,CENTRAL GERADORA HIDROELÉTRICA SANTANA DO DESERTO S.A,C,2018-03-28
7085,CENTRAL HIDRELETRICA PALMEIRAS DO TOCANTINS S/A,C,2018-04-29
7086,RIBEIRÃO MANSO ENERGÉTICA S.A.,C,2019-09-20
7087,COMPANHIA RPEE ENERGIA,C,2019-09-02
7088,COMPANHIA RPEE ENERGIA,C,2019-10-21
7089,ENERGETICA INVERNADINHA LTDA - ME,C,2021-02-18
7090,HIDRELETRICA FORQUILHA LTDA,C,2021-02-17
7091,TAGUÁ ENERGIA LTDA,C,2021-11-20
7092,RIO DO COBRE ENERGIA LTDA - ME,C,2022-01-30
7093,RIO DO COBRE ENERGIA LTDA - ME,C,2022-01-30
7094,IJUÍ CENTENÁRIA GERAÇÃO SPE LTDA,C,2018-11-29
7095,ENERGÉTICA PCH BELEZA LTDA,C,2020-04-28
7096,ZEBU - AGRO INDUSTRIAL LTDA. - ME,C,1948-07-01
7097,Hidroelétrica Buritizal LTDA.,C,2019-09-19
7098,Hidroelétrica Buritizal LTDA.,C,2019-09-19
7099,BRASIL SUL GERACAO DE ENERGIA LTDA,C,2014-06-15
7100,HEIDRICH S/A CARTÕES RECICLADOS - HCR,C,1988-07-01
7101,HEIDRICH S/A CARTÕES RECICLADOS - HCR,C,1988-07-01
7102,SANTANA ENERGÉTICA LTDA,C,2020-09-15
7103,SUDOESTE ENERGIA LTDA,C,2019-05-18
7104,SUDOESTE ENERGIA LTDA,C,2019-05-18
7105,Paulo Roberto Bonet,C,1965-06-30
7106,Paulo Roberto Bonet,C,1965-06-30
7107,JPH Empreendimentos e Participações LTDA,C,2020-04-10
7108,Eletroligas Ltda,C,1959-01-01
7109,HIDROELÉTRICA CÓRREGO LTDA,B,2019-07-10
7110,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1989-02-10
7111,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7112,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7113,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7114,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7115,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
7116,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
7117,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
7118,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1989-02-10
7119,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7120,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7121,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7122,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7123,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
7124,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
7125,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
7126,Companhia de Nickel do Brasil,C,1938-08-01
7127,PCH BV II - GERAÇÃO DE ENERGIA LTDA,C,1972-01-01
7128,CELESC Geração S.A.,C,1931-01-01
7129,CELESC Geração S.A.,C,1947-01-01
7130,CELESC Geração S.A.,B,1960-01-01
7131,Furnas-Centrais Elétricas S.A.,B,1996-05-01
7132,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1954-01-01
7133,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2017-06-30
7134,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2017-08-01
7135,Chimay Empreendimentos e Participações Ltda.,C,1912-01-10
7136,Quanta Geração S.A.,B,1950-01-01
7137,Maringá Ferro Liga S.A.,B,1954-01-01
7138,Maringá Ferro Liga S.A.,B,1951-01-01
7139,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1955-01-01
7140,COMPANHIA SÃO PATRÍCIO DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA - CSP-G&T,B,1955-12-31
7141,COMPANHIA SÃO PATRÍCIO DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA - CSP-G&T,B,1955-12-31
7142,Companhia Hidro Elétrica do São Francisco,B,1955-01-01
7143,Chimay Empreendimentos e Participações Ltda.,B,1911-01-01
7144,Chimay Empreendimentos e Participações Ltda.,B,1910-12-27
7145,Chimay Empreendimentos e Participações Ltda.,B,1911-01-01
7146,Chimay Empreendimentos e Participações Ltda.,B,1910-11-01
7147,Mohini Empreendimentos e Participações Ltda.,B,1917-01-10
7148,Maringá Ferro Liga S.A.,B,1960-01-01
7149,Maringá Ferro Liga S.A.,B,1960-01-01
7150,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
7151,RIO MANHUAÇU ENERGÉTICA LTDA,B,2000-06-15
7152,CEMIG Geração e Transmissão S.A.,B,1955-07-01
7153,CEMIG Geração e Transmissão S.A.,C,1955-07-01
7154,Maringá Ferro Liga S.A.,B,1964-01-01
7155,Maringá Ferro Liga S.A.,B,1964-01-01
7156,Jayaditya Empreendimentos e Participações Ltda,B,1951-01-10
7157,ELETROGOES S/A,C,2009-07-15
7158,SPE Barra da Paciência Energia S.A.,B,2010-11-25
7159,CARANGOLA ENERGIA S/A,C,2007-08-10
7160,Hidrelétrica Cachoeirão S.A.,B,2009-02-28
7161,COMPANHIA ENERGÉTICA RIO DAS ANTAS,B,2004-08-25
7162,Juruena Energia S.A,B,1993-01-01
7163,AREIA ENERGIA S/A,B,2010-10-25
7164,ÁGUA LIMPA ENERGIA S/A,B,2010-12-21
7165,SAPEZAL ENERGIA S.A.,B,2010-10-20
7166,SAPEZAL ENERGIA S.A.,B,2010-10-20
7167,SAPEZAL ENERGIA S.A.,B,2010-10-20
7168,Segredo Energia S.A.,C,2012-04-10
7169,Ilha Comprida Energia S.A,C,2012-10-10
7170,Rio do Sangue Energia S.A,B,2006-07-30
7171,Canaã Geração de Energia S.A,C,2013-12-01
7172,Canaã Geração de Energia S.A,C,2013-12-01
7173,Canaã Geração de Energia S.A,C,2013-12-01
7174,CANAÃ GERAÇÃO DE ENERGIA RENOVÁVEL S.A,B,2014-11-07
7175,CANAÃ GERAÇÃO DE ENERGIA RENOVÁVEL S.A,B,2014-11-07
7176,CANAÃ GERAÇÃO DE ENERGIA RENOVÁVEL S.A,B,2014-11-07
7177,Foz do Rio Claro Energia S.A.,C,2010-05-10
7178,Ijuí Energia S.A.,B,2010-11-09
7179,Carnaúba Geração de Energia S.A,B,2016-02-26
7180,Pedra Furada Energia S.A.,B,2011-10-23
7181,Rondinha Geradora de Energia Ltda.,C,2012-01-01
7182,NORTE ENERGIA S/A,B,2015-08-15
7183,NORTE ENERGIA S/A,B,2015-08-26
7184,NORTE ENERGIA S/A,B,2015-01-19
7185,NORTE ENERGIA S/A,B,2015-10-28
7186,NORTE ENERGIA S/A,B,2015-11-30
7187,NORTE ENERGIA S/A,B,2015-11-30
7188,NORTE ENERGIA S/A,B,2015-11-05
7189,NORTE ENERGIA S/A,B,2015-11-13
7190,NORTE ENERGIA S/A,B,2015-11-14
7191,NORTE ENERGIA S/A,B,2015-03-26
7192,NORTE ENERGIA S/A,B,2015-01-07
7193,NORTE ENERGIA S/A,B,2015-01-07
7194,NORTE ENERGIA S/A,B,2015-01-27
7195,NORTE ENERGIA S/A,B,2015-08-14
7196,NORTE ENERGIA S/A,B,2015-11-28
7197,NORTE ENERGIA S/A,B,2015-11-28
7198,NORTE ENERGIA S/A,B,2015-12-15
7199,NORTE ENERGIA S/A,B,2015-11-25
7200,NORTE ENERGIA S/A,B,2015-10-28
7201,NORTE ENERGIA S/A,B,2015-11-14
7202,NORTE ENERGIA S/A,B,2015-01-06
7203,NORTE ENERGIA S/A,B,2015-11-30
7204,NORTE ENERGIA S/A,B,2015-11-30
7205,NORTE ENERGIA S/A,B,2015-08-02
7206,NORTE ENERGIA S/A,B,2015-08-02
7207,NORTE ENERGIA S/A,B,2015-11-08
7208,NORTE ENERGIA S/A,B,2015-12-10
7209,NORTE ENERGIA S/A,B,2015-12-19
7210,NORTE ENERGIA S/A,B,2015-12-10
7211,NORTE ENERGIA S/A,B,2015-11-28
7212,NORTE ENERGIA S/A,B,2015-08-29
7213,NORTE ENERGIA S/A,B,2015-12-03
7214,NORTE ENERGIA S/A,B,2015-12-15
7215,Ferreira Gomes Energia S.A.,B,2014-07-01
7216,Ferreira Gomes Energia S.A.,B,2014-07-01
7217,COMPANHIA HIDRELÉTRICA TELES PIRES,B,2014-11-21
7218,Verde 08 Energia S.A.,B,2018-03-01
7219,GARÇA BRANCA ENERGÉTICA SA,B,2018-01-25
7220,LAJARI ENERGÉTICA S/A,C,2017-09-21
7221,LAJARI ENERGÉTICA S/A,C,2017-09-21
7222,São Carlos Energia S.A.,C,2022-12-09
7223,RIO DO CEDRO ENERGIA S/A,C,2022-09-30
7224,AT&T ENERGIA S.A,C,2021-09-08
7225,Central Hidrelétrica Sirivera LTDA.,C,2016-04-20
7226,HIDROELÉTRICA RIO CLARO LTDA.,C,2022-08-13
7227,Central Geradora Hidroelétrica Chalé S.A.,C,2022-11-04
7228,Clédio José da Silva,C,1925-08-14
7229,PCH Fartura Energética Ltda.,C,2022-06-15
7230,Chimay Empreendimentos e Participações Ltda.,B,1911-01-01
7231,Chimay Empreendimentos e Participações Ltda.,B,1910-12-27
7232,Chimay Empreendimentos e Participações Ltda.,B,1911-01-01
7233,Chimay Empreendimentos e Participações Ltda.,B,1910-11-01
7234,GARÇA BRANCA ENERGÉTICA SA,B,2018-01-25
7235,São Carlos Energia S.A.,C,2022-12-09
7236,PCH Fartura Energética Ltda.,C,2022-06-15
7237,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
7238,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
7239,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1969-08-20
7240,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1937-08-20
7241,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
7242,COMPANHIA ENERGÉTICA RIO DAS ANTAS,B,2008-10-15
7243,Cooperativa de Geração de Energia e Desenvolvimento,C,2000-10-15
7244,Avelino Bragagnolo S.A. Indústria e Comércio,C,1965-01-02
7245,SOCIBE ENERGIA S.A.,C,1996-06-01
7246,AES Brasil Operações S.A.,B,1978-08-22
7247,Aliança Geração de Energia S.A.,B,2005-05-30
7248,Aliança Geração de Energia S.A.,B,2005-05-31
7249,Aliança Geração de Energia S.A.,C,2005-05-31
7250,Aliança Geração de Energia S.A.,C,2005-05-31
7251,Aliança Geração de Energia S.A.,C,2005-05-31
7252,Companhia Brasileira de Alumínio,B,1974-06-06
7253,Statkraft Energias Renováveis S.A.,C,1920-02-20
7254,ELETRON ELETRICIDADE DE RONDÔNIA S/A,C,1998-10-15
7255,PRIMAVERA ENERGIA S.A.,C,1968-06-01
7256,Roraima Energia S.A.,B,1992-08-01
7257,Roraima Energia S.A.,C,1992-08-01
7258,Roraima Energia S.A.,B,1992-08-01
7259,Roraima Energia S.A.,B,1992-08-01
7260,Roraima Energia S.A.,B,1992-08-01
7261,Roraima Energia S.A.,B,1992-08-01
7262,Roraima Energia S.A.,B,1992-08-01
7263,Roraima Energia S.A.,B,1992-08-01
7264,Roraima Energia S.A.,B,1992-08-01
7265,Roraima Energia S.A.,B,1992-08-01
7266,Roraima Energia S.A.,B,1992-08-01
7267,Alto Jauru Energética S.A,C,2002-08-22
7268,PRIMAVERA ENERGIA S.A.,C,1970-06-01
7269,Jayaditya Empreendimentos e Participações Ltda,B,1949-01-01
7270,CEMIG Geração e Transmissão S.A.,C,1964-02-01
7271,Água Clara Energética S.A.,B,1937-07-01
7272,Água Clara Energética S.A.,C,1937-08-01
7273,Dme Energética S.A. - DMEE,C,2009-09-01
7274,Dme Energética S.A. - DMEE,C,2009-09-01
7275,DME DISTRIBUIÇÃO S.A. - DMED,C,1999-01-01
7276,ASSOCIAÇÃO DE PRODUTORES RURAIS DO VALE DO CEDRO,C,2019-09-18
7277,Copel Geração E Transmissão S.A.,B,1949-01-01
7278,Copel Geração E Transmissão S.A.,C,1949-01-01
7279,Quanta Geração S.A.,B,1949-01-01
7280,AREAL ENERGIAS RENOVÁVEIS LTDA.,C,1962-01-01
7281,TECNOVOLT CENTRAIS ELÉTRICAS S.A.,C,2009-02-07
7282,MUXFELDT MARIN E CIA LTDA,C,1999-10-05
7283,Alvorada Energia S.A.,C,1970-01-01
7284,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1989-02-10
7285,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7286,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7287,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7288,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
7289,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
7290,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
7291,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
7292,AES Brasil Operações S.A.,B,1969-12-26
7293,Companhia Brasileira de Alumínio,B,1986-01-31
7294,AES Brasil Operações S.A.,B,1964-04-11
7295,Elera Renováveis S.A.,B,2009-09-15
7296,Global Energia Elétrica S.A,C,2003-11-30
7297,Companhia de Nickel do Brasil,C,1938-08-01
7298,Statkraft Energias Renováveis S.A.,C,2001-02-20
7299,Companhia Hidro Elétrica do São Francisco,B,1969-08-01
7300,PCH BV II - GERAÇÃO DE ENERGIA LTDA,C,1972-01-01
7301,CEMIG Geração e Transmissão S.A.,C,1931-10-01
7302,BONFANTE ENERGÉTICA S/A,B,2008-05-16
7303,BONFANTE ENERGÉTICA S/A,C,2008-06-12
7304,Dme Energética S.A. - DMEE,B,1956-05-31
7305,CELESC Geração S.A.,C,1931-01-01
7306,CELESC Geração S.A.,C,1947-01-01
7307,CELESC Geração S.A.,B,1960-01-01
7308,NOVELIS DO BRASIL LTDA.,C,1958-01-01
7309,NOVELIS DO BRASIL LTDA.,C,1958-01-01
7310,Brito Energética LTDA.,C,1924-01-01
7311,COMPANHIA TECIDOS SANTANENSE,C,1953-12-31
7312,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1960-08-01
7313,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1956-02-01
7314,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1951-01-01
7315,Electra PCH Buriti SPE S.A.,C,2018-03-22
7316,Chimay Empreendimentos e Participações Ltda.,C,1922-01-01
7317,MAYNART ENERGÉTICA LTDA.,B,1959-01-01
7318,ZONA DA MATA GERAÇÃO S/A,B,1998-06-15
7319,MAYNART ENERGÉTICA LTDA.,C,1957-01-01
7320,ENEL GREEN POWER CACHOEIRA DOURADA S.A,B,1958-06-01
7321,AES Brasil Operações S.A.,B,1966-09-28
7322,CEMIG Geração Oeste S.A.,B,1953-10-01
7323,CPFL Sul Centrais Elétricas Ltda,C,2005-11-20
7324,CEMIG Geração Camargos S.A.,B,1958-07-07
7325,ENGIE Brasil Energia S.A.,B,2002-02-10
7326,ENGIE Brasil Energia S.A.,B,2002-02-10
7327,ENGIE Brasil Energia S.A.,B,2002-02-10
7328,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1956-12-15
7329,Aliança Geração de Energia S.A.,B,2004-06-23
7330,VALE S.A.,B,2004-06-23
7331,Rio Verde Energia S.A.,C,2006-09-10
7332,Companhia Brasileira de Alumínio,B,1999-04-24
7333,Rio Paranapanema Energia S.A.,B,1999-04-24
7334,Companhia Brasileira de Alumínio,B,1999-04-24
7335,Rio Paranapanema Energia S.A.,B,1999-04-24
7336,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1951-06-14
7337,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1951-06-14
7338,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1951-06-14
7339,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1933-01-01
7340,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1933-01-01
7341,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1933-01-01
7342,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1957-06-28
7343,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1957-06-28
7344,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1957-06-28
7345,Rio Paranapanema Energia S.A.,B,1975-12-20
7346,Rio Paranapanema Energia S.A.,B,1975-12-20
7347,Sociedade Urbano CERBRANORTE - Geração de Energia Elétrica SPE Ltda.,C,2016-03-31
7348,AMG BRASIL S.A.,C,1936-01-26
7349,COMPANHIA TECIDOS SANTANENSE,B,1969-06-01
7350,APIACÁS ENERGIA S.A.,C,1970-06-01
7351,CPFL Sul Centrais Elétricas Ltda,C,1941-07-01
7352,COPREL Cooperativa de Geração de Energia e Desenvolvimento,C,1993-12-01
7353,COMPANHIA ENERGÉTICA RIO DAS ANTAS,B,2008-01-16
7354,COMPANHIA ENERGÉTICA RIO DAS ANTAS,B,2008-01-16
7355,CELESC Geração S.A.,B,1940-01-01
7356,CELESC Geração S.A.,C,1940-01-01
7357,Copel Geração E Transmissão S.A.,B,1959-01-01
7358,CAZUZA FERREIRA ENERGÉTICA S/A,C,2015-11-07
7359,CELESC Geração S.A.,B,1949-01-01
7360,CELESC Geração S.A.,C,1949-01-01
7361,CELESC Geração S.A.,B,1949-01-01
7362,Central de Geração Hidrelétrica Itaúna 1 S/A,C,1936-05-01
7363,CELESC Geração S.A.,C,1963-01-01
7364,CELESC Geração S.A.,C,2021-01-22
7365,CELESC Geração S.A.,C,2021-01-22
7366,Copel Geração E Transmissão S.A.,B,1949-01-01
7367,Copel Geração E Transmissão S.A.,B,1930-01-01
7368,Rio Paranapanema Energia S.A.,B,1969-12-01
7369,Rio Paranapanema Energia S.A.,B,1969-12-01
7370,Chimay Empreendimentos e Participações Ltda.,C,1912-01-20
7371,FABRICAS UNIDAS ENERGIA LTDA.,C,2015-07-24
7372,Copel Geração E Transmissão S.A.,B,1963-05-28
7373,Juruena Energia S.A,C,1995-01-01
7374,Usina Hidrelétrica Cachoeira Ltda,C,1995-01-01
7375,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7376,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7377,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7378,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7379,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7380,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7381,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7382,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7383,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7384,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7385,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7386,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7387,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7388,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7389,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7390,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7391,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7392,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7393,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7394,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7395,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7396,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7397,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7398,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7399,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
7400,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1937-08-20
7401,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1937-08-20
7402,"Libraga, Brandão & Cia Ltda.",C,1972-07-01
7403,PCH CONRADO HEITOR DE QUEIROZ/KAMAMU LTDA,C,1986-11-30
7404,GÊNESIS ENERGIA S/A,C,1951-01-02
7405,CEMIG Geração Sul S.A.,B,1965-01-01
7406,Aquarius Energética S.A.,C,2005-10-28
7407,Furnas-Centrais Elétricas S.A.,B,1996-05-01
7408,Costa Rica Energética Ltda.,C,1998-12-01
7409,COPREL Cooperativa de Geração de Energia e Desenvolvimento,C,2001-03-01
7410,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1954-01-01
7411,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2017-06-30
7412,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2017-08-01
7413,Chimay Empreendimentos e Participações Ltda.,C,1912-01-10
7414,ESPORA ENERGÉTICA S.A,B,2006-04-30
7415,Furnas-Centrais Elétricas S.A.,B,1968-11-01
7416,Quanta Geração S.A.,C,1949-01-01
7417,AES Brasil Operações S.A.,B,1980-01-01
7418,Quanta Geração S.A.,B,1923-01-01
